datetime,BTC,ETH,ADA,DOT,LINK
2025-08-28 20:00:00,112566.9,4511.21,0.8576,3.981,25.18
2025-08-29 00:00:00,111704.23,4489.75,0.8526,3.953,24.23
2025-08-29 04:00:00,110019.38,4381.03,0.8276,3.816,23.55
2025-08-29 08:00:00,110098.81,4346.48,0.8238,3.83,23.44
2025-08-29 12:00:00,108386.23,4316.09,0.8255,3.771,23.44
2025-08-29 16:00:00,108212.01,4340.78,0.8209,3.764,23.35
2025-08-29 20:00:00,108377.4,4360.18,0.8266,3.774,23.43
2025-08-30 00:00:00,108436.2,4352.45,0.8339,3.819,23.24
2025-08-30 04:00:00,108524.26,4402.39,0.8371,3.813,23.36
2025-08-30 08:00:00,108680.01,4392.08,0.8271,3.796,23.39
2025-08-30 12:00:00,108869.98,4376.35,0.8235,3.787,23.41
2025-08-30 16:00:00,108828.33,4354.63,0.82,3.793,23.36
2025-08-30 20:00:00,108816.33,4373.7,0.8224,3.811,23.51
2025-08-31 00:00:00,109223.84,4488.12,0.8367,3.86,23.88
2025-08-31 04:00:00,108708.26,4450.84,0.8264,3.802,23.73
2025-08-31 08:00:00,108389.76,4476.98,0.8243,3.817,23.8
2025-08-31 12:00:00,108818.69,4485.27,0.827,3.818,23.77
2025-08-31 16:00:00,108930.0,4456.01,0.8216,3.799,23.66
2025-08-31 20:00:00,108246.35,4391.83,0.8113,3.742,23.2
2025-09-01 00:00:00,107660.01,4404.16,0.8091,3.688,23.06
2025-09-01 04:00:00,109432.99,4463.29,0.8382,3.82,23.59
2025-09-01 08:00:00,108782.88,4392.83,0.8201,3.769,23.22
2025-09-01 12:00:00,108784.33,4362.01,0.8102,3.732,22.79
2025-09-01 16:00:00,109217.64,4368.06,0.8115,3.74,22.83
2025-09-01 20:00:00,109237.42,4314.5,0.8014,3.693,22.51
2025-09-02 00:00:00,110322.18,4367.11,0.8172,3.772,23.13
2025-09-02 04:00:00,110233.92,4377.53,0.8174,3.756,23.24
2025-09-02 08:00:00,109733.34,4347.98,0.8162,3.755,23.1
2025-09-02 12:00:00,110829.17,4295.66,0.81,3.734,22.85
2025-09-02 16:00:00,110806.0,4274.41,0.8206,3.75,23.07
2025-09-02 20:00:00,111240.01,4326.5,0.8349,3.82,23.49
2025-09-03 00:00:00,111588.0,4325.27,0.8378,3.826,23.42
